,T10,T50,T90,N+A,C5NP,C5IP,C5N,C6NP,C6IP,C6N,C6A,C7NP,C7IP,C7N,C7A,C8NP,C8IP,C8N,C8A,C9NP,C9IP,C9N,C9A,C10NP,C10IP,C10N,C10A
797,68.4,103.8,143.5,36.567,7.279,5.896,0.665,5.827,6.701,5.665,1.189,6.396,6.861,9.779,2.87,5.213,5.955,5.75,3.761,2.869,5.846,3.662,1.959,0.882,2.818,0.624,0.643
798,66.2,101.7,144.7,37.09,7.701,6.27,0.712,5.918,7.163,5.887,1.237,5.91,6.624,10.041,2.87,4.882,5.612,5.885,3.626,2.604,5.593,3.632,1.855,0.933,2.751,0.619,0.726
799,78.9,113.6,143.2,50.830000000000005,4.776,3.678,0.429,4.385,4.642,4.339,2.13,5.543,6.099,7.667,5.325,4.458,5.113,4.616,17.096,2.424,4.845,2.882,4.749,0.541,1.946,0.361,1.236
800,79.2,112.6,142.1,50.071,4.784,3.669,0.428,4.454,4.649,4.368,2.074,5.663,6.172,7.729,5.199,4.56,5.222,4.653,16.45,2.501,4.941,2.929,4.639,0.554,2.029,0.41,1.192
801,82.2,114.1,147.1,46.524,4.92,3.733,0.435,4.735,4.759,4.52,1.783,6.15,6.462,8.16,4.579,5.051,5.71,4.936,13.345,2.861,5.522,3.286,4.013,0.593,2.275,0.461,1.006
802,74.3,107.4,140.4,40.338,5.671,4.413,0.502,5.167,5.335,4.906,1.34,6.664,6.794,8.975,3.513,5.574,6.244,5.448,7.639,3.251,6.141,3.713,2.919,0.801,2.769,0.598,0.785
803,68.7,103.4,142.5,38.138000000000005,7.165,5.516,0.643,5.723,6.39,5.767,1.534,6.292,6.729,9.744,3.204,5.175,5.787,5.577,4.865,2.911,5.918,3.364,2.153,0.88,2.688,0.54,0.747
804,80.3,111.1,144.3,35.753,4.606,3.567,0.419,4.044,4.102,4.54,1.026,8.244,7.662,8.932,3.038,6.857,7.495,5.555,4.409,4.381,7.713,3.73,2.735,0.923,3.934,0.799,0.57
805,65.8,99.8,144,37.596000000000004,8.27,5.828,0.723,6.214,6.717,6.613,2.334,6.371,6.223,9.825,3.418,5.138,5.35,5.104,3.776,2.935,5.391,2.955,1.747,0.886,2.666,0.513,0.588
806,68.5,102.8,145.3,36.864999999999995,7.546,5.265,0.654,5.948,6.058,6.286,2.242,6.934,6.441,9.546,3.466,5.631,5.828,4.967,3.99,3.312,6.036,3.049,1.872,0.832,2.835,0.27,0.523
807,67.4,101.5,144.3,37.562,7.869,5.522,0.691,6.093,6.357,6.534,2.326,6.745,6.37,9.786,3.511,5.399,5.608,5.068,3.896,3.104,5.567,2.97,1.776,0.819,2.615,0.501,0.503
808,65.1,98.8,142.9,37.901,8.747,6.169,0.751,6.274,6.83,6.852,2.452,6.279,5.955,10.003,3.528,4.979,5.17,4.959,3.727,2.77,5.028,3.015,1.635,0.8230000000000001,2.474,0.449,0.53
809,63.8,97.6,141.4,38.488,8.959,6.41,0.776,6.347,7.006,7.043,2.459,6.087,5.84,10.277,3.593,4.852,5.01,5.134,3.733,2.614,4.822,3,1.535,0.782,2.217,0.43,0.508
810,65.1,100.1,145.1,37.725,8.629999999999999,6.514,0.76,6.207,7.139,6.66,1.927,5.997,6.243,10.293,3.259,4.768,5.205,5.309,3.58,2.528,5.14,3.239,1.619,0.801,2.3909999999999996,0.506,0.5730000000000001
811,62.1,94.4,135.4,38.655,9.328,6.957,0.816,6.316,7.481,7.071,2.179,5.53,5.836,10.654,3.407,4.418,4.744,5.451,3.522,2.26,4.635,3.014,1.505,0.8390000000000001,2.267,0.45999999999999996,0.5760000000000001
812,63,94.2,130.2,38.439,9.295,6.803,0.802,6.136,7.21,7.078,2.344,5.915,5.808,10.4,3.548,4.695,4.932,5.181,3.647,2.503,4.745,2.969,1.559,0.782,2.227,0.438,0.473
813,62.4,95.2,134.1,38.492000000000004,9.147,0.239,0.805,6.3,6.497,7.071,2.27,5.831,7.321,10.484,3.46,4.601,5.92,5.283,3.65,2.414,4.907,2.967,1.531,0.792,6.983,0.442,0.529
814,62,93.9,134.1,38.446,9.572,6.985,0.829,6.489,7.633,7.16,2.346,5.523,5.794,10.5,3.398,4.37,4.658,5.297,3.452,2.258,4.493,2.953,1.473,0.8580000000000001,2.289,0.44499999999999995,0.593
815,64.8,96.4,137.2,37.26,8.243,5.797,0.743,6.638,7.413,6.613,2.246,5.938,6.394,9.78,3.093,4.783,5.126,5.246,3.469,2.687,5.24,3.034,1.733,1.033,2.903,0.567,0.736
816,68.5,101.4,139.6,36.144,7.453,5.226,0.636,6.153,6.437,5.892,1.945,6.684,6.548,9.133,3.001,5.478,5.858,5.153,3.739,3.26,5.799,3.385,1.992,0.994,3.1620000000000004,0.618,0.65
817,61.6,95.2,141.7,38.45,7.85,5.467,0.78,7.012,7.951,7.06,2.426,5.701,6.196,10.217,3.16,4.513,4.859,5.342,3.367,2.464,4.781,3.126,1.654,1.081,2.849,0.559,0.7590000000000001
818,67.2,102.1,144,35.892,6.976,4.75,0.63,6.365,6.712,5.83,2.02,6.682,6.69,8.867,2.831,5.464,5.883,5.11,3.637,3.337,5.848,3.44,2.063,1.098,3.48,0.667,0.797
819,62.3,96.6,146.6,38.077999999999996,6.692,4.457,0.724,7.249,7.986,6.796,2.432,5.87,6.48,9.819,2.93,4.695,5.083,5.353,3.326,2.716,5.113,3.307,1.835,1.254,3.197,0.633,0.923
820,61.8,96.7,146.5,35.537000000000006,9.09,6.033,0.767,7.286,5.608,6.424,2.396,5.512,8.196,8.906,2.581,4.404,6.21,4.932,3.031,2.605,4.782,3.172,1.762,1.239,3.28,0.618,0.948
821,60.9,95.4,146.3,35.95399999999999,8.997,5.982,0.781,7.376,8.401,6.518,2.46,5.275,6.076,8.961,2.556,4.26,4.607,4.962,2.977,2.536,4.732,3.191,1.779,1.337,3.399,0.65,1.119
822,60.5,94.5,146,35.78699999999999,9.366,6.202,0.799,7.497,8.582,6.608,2.502,5.151,6.032,8.979,2.532,4.135,4.478,4.942,2.905,2.441,4.609,3.147,1.729,1.34,3.255,0.63,1.014
823,74,107.2,140.7,35.907,5.903,4.259,0.517,4.986,5.008,5.169,1.561,7.535,6.913,8.851,3.132,6.44,6.821,5.262,4.288,4.051,7.092,3.444,2.433,0.931,3.562,0.69,0.56
824,61.2,95,143.5,34.702,9.507,6.167,0.789,7.632,8.654,6.456,2.499,5.301,6.465,8.607,2.388,4.192,4.593,4.791,2.826,2.523,4.807,2.883,1.75,1.304,3.117,0.6970000000000001,1.016
825,92.7,114.3,142.4,33.026,1.738,1.32,0.2,4.589,3.091,4.539,0.852,10.035,9.003,7.055,2.796,8.317,9.102,4.966,4.993,5.472,8.915,3.769,2.872,0.648,3.804,0.673,0.311
826,61,93.5,131,35.265,0.202,0.206,0.158,5.138,2.875,6.871,0.676,10.367,8.214,7.367,2.719,8.686,9.322,4.821,5.112,5.751,9.273,3.792,2.893,0.478,3.505,0.68,0.176
827,62.3,97,150.3,34.833999999999996,9.232,5.991,0.768,7.495,8.464,6.34,2.443,5.313,6.419,8.574,2.384,4.291,4.663,4.854,2.889,2.615,4.945,3,1.799,1.376,3.514,0.658,1.125
828,62.4,97.6,142.1,34.882,9.182,5.964,0.767,7.48,8.449,6.333,2.441,5.311,6.412,8.562,2.383,4.29,4.658,4.739,2.891,2.613,4.974,3.104,1.813,1.375,3.324,0.668,1.181
829,87.8,114.3,144.5,34.312,0.35,0.358,0.154,4.847,2.796,6.355,1.008,10.183,8.297,7.128,2.658,8.683,9.363,4.856,5.095,5.824,9.476,3.558,3.01,0.506,4.043,0.296,0.194
830,100.2,118.2,143.7,32.798,0.8220000000000001,0.61,0.09,3.925,1.855,3.236,0.589,10.813,8.594,6.725,2.99,9.258,9.903,4.974,5.517,6.202,9.931,4.437,3.216,0.63,3.733,0.761,0.263
831,101.1,118.5,144.4,32.826,0.5880000000000001,0.45299999999999996,0.07,3.651,1.617,3.041,0.523,10.748,8.432,6.582,2.961,9.459,10.065,5.007,5.645,6.403,10.245,4.553,3.352,0.64,3.93,0.825,0.267
832,90.4,114.6,141,33.79,2.547,1.7469999999999999,0.235,4.519,3.229,3.851,0.952,9.452,7.966,7.106,2.835,8.247,8.801,4.976,5.033,5.522,8.725,4.575,3.009,0.8029999999999999,3.618,0.797,0.421
833,64.6,97,140.2,35.248999999999995,8.059999999999999,5.255,0.71,7.241,7.964,6.154,2.324,5.731,6.593,8.537,2.459,4.714,5.088,4.837,3.138,2.931,5.45,3.419,1.968,1.3579999999999999,3.261,0.688,1.0150000000000001
834,61.6,93.2,138.8,35.382,9.017,5.871,0.777,7.581,8.584,6.429,2.49,5.206,6.371,8.666,2.393,4.205,4.569,4.772,2.869,2.553,4.894,3.276,1.814,1.4149999999999998,3.144,0.6900000000000001,1.206
835,61.4,93.6,141.7,35.434999999999995,9.112,5.93,0.794,7.744,8.796,6.564,2.554,5.162,6.408,8.781,2.401,4.113,4.498,4.778,2.802,2.463,4.753,3.202,1.738,1.3920000000000001,3.115,0.644,1.1769999999999998
836,61.3,93.5,140.2,35.558,9.02,5.869,0.789,7.687,8.737,6.529,2.54,5.126,6.365,8.759,2.395,4.13,4.491,4.81,2.83,2.495,4.806,3.248,1.778,1.437,3.197,0.665,1.215
837,61,93.7,142.5,37.086,9.095,5.921,0.788,7.696,8.731,6.505,2.533,5.144,6.359,8.727,2.39,4.133,2.771,7.651,2.819,2.495,4.785,1.985,1.778,1.402,3.154,0.671,1.239
838,60.3,93.9,145.2,36.803,9.529,6.182,0.799,7.694,8.78,6.503,2.539,5.093,6.329,8.68,2.371,4.065,2.741,7.574,2.773,2.435,4.713,1.972,1.739,1.389,3.101,0.65,1.203
839,75.1,88.8,125.6,59.785,2.406,2.151,0.782,6.417,5.121,13.087,20.879,4.888,4.874,7.93,7.426,3.382,3.943,3.863,2.65,1.857,3.445,1.609,1.207,0.23,0.979,0.184,0.168
840,74.9,88.5,125,59.487,2.32,2.068,0.773,6.462,5.121,13.093,20.692,4.966,4.907,7.929,7.199,3.468,4.031,3.878,2.69,1.918,3.526,1.664,1.221,0.235,1.011,0.189,0.159
841,71.5,93.7,139.7,47.397000000000006,4.676,3.26,0.704,6.879,6.303,9.893,11.824,5.607,5.779,8.092,4.404,4.349,4.853,4.314,3.078,2.622,4.717,2.524,1.63,0.708,2.135,0.443,0.491
842,77.1,91.8,135,55.422,2.029,1.651,0.688,6.54,5.053,12.226,17.944,5.616,5.211,7.773,5.665,4.294,4.836,4.032,3.049,2.593,4.483,2.088,1.482,0.325,1.475,0.296,0.179
843,77.9,92,134.9,56.001999999999995,1.774,1.499,0.685,6.51,4.926,12.41,18.387,5.668,5.202,7.746,5.747,4.308,4.873,4.004,3.048,2.588,4.488,2.057,1.465,0.284,1.427,0.288,0.165
844,77.9,91.8,134.2,55.999,1.691,1.449,0.684,6.531,4.921,12.455,18.422,5.711,5.241,7.756,5.742,4.323,4.896,3.997,3.047,2.592,4.485,2.025,1.449,0.279,1.402,0.262,0.16
845,77.8,92.1,134.7,55.976,1.754,1.49,0.681,6.492,4.902,12.352,18.213,5.716,5.166,7.76,5.733,4.347,4.919,4.014,3.07,2.61,4.361,2.224,1.476,0.28500000000000003,1.4329999999999998,0.288,0.165
846,77.7,91.9,132.7,55.687,1.674,1.4340000000000002,0.666,6.41,4.817,12.182,17.855,5.782,5.206,7.776,5.738,4.449,5.015,4.052,3.142,2.694,4.487,2.287,1.524,0.29200000000000004,1.488,0.297,0.168
847,69.7,93.3,134,35.795,8.838,5.756,0.778,7.624,8.616,6.502,2.591,5.196,6.141,8.736,2.425,4.203,4.572,4.811,2.886,2.546,4.73,3.43,1.803,1.421,3.166,0.66,1.173
848,73.2,93.3,133.3,51.225,3.128,2.357,0.672,6.524,5.431,10.843,14.161,5.843,5.6,8.039,5.276,4.488,5.061,4.215,3.2,2.687,4.605,2.517,1.606,0.485,1.827,0.381,0.315
849,76.4,93.1,132.8,52.75,2.3770000000000002,1.878,0.64,6.367,5.087,11.126,14.913,5.941,5.619,8.08,5.64,4.575,5.166,4.245,3.316,2.743,4.681,2.523,1.638,0.437,1.702,0.338,0.29100000000000004
850,77.3,92.9,131.9,53.95,2.165,1.822,0.644,6.278,4.829,11.549,15.985,5.936,5.556,7.936,5.905,4.509,5.128,4.123,3.318,2.687,4.566,2.346,1.632,0.33999999999999997,1.5230000000000001,0.296,0.216
851,78,92.8,121.6,54.327,2.041,1.775,0.64,6.256,4.735,11.661,16.267,5.96,5.572,7.876,5.97,4.5,5.132,4.075,3.361,2.676,4.539,2.335,1.651,0.309,1.89,0.303,0.188
852,77.8,93,130.5,54.156000000000006,1.864,1.642,0.624,6.235,4.681,11.573,16.024,6.087,5.662,7.94,5.937,4.606,5.248,4.118,3.427,2.737,4.627,2.379,1.668,0.313,1.477,0.275,0.191
853,78,94.2,136.2,53.994,1.943,1.697,0.626,6.206,4.663,11.521,15.962,6.063,5.638,7.896,5.914,4.609,5.243,4.105,3.435,2.753,4.631,2.353,1.695,0.31299999999999994,1.509,0.299,0.188
854,78.2,94.1,135.4,53.84100000000001,2.003,1.741,0.628,6.21,4.67,11.496,15.9,6.069,5.643,7.88,5.874,4.613,5.249,4.097,3.43,2.751,4.638,2.357,1.689,0.313,1.5110000000000001,0.303,0.187
855,77.8,93.8,134.4,53.906000000000006,2.074,1.795,0.638,6.277,4.735,11.595,16.041,6.066,5.662,7.88,5.855,4.549,5.2,4.062,3.374,2.685,4.545,2.312,1.646,0.305,1.472,0.295,0.208
856,77.8,94.1,134.9,53.906000000000006,2.074,1.795,0.638,6.277,4.735,11.595,16.041,6.066,5.662,7.88,5.855,4.549,5.2,4.062,3.374,2.685,4.545,2.312,1.646,0.305,1.472,0.295,0.208
857,78,94,134.5,53.596000000000004,1.886,1.651,0.619,6.196,4.638,11.476,15.865,6.114,5.678,7.906,5.899,4.641,5.285,3.807,3.445,2.764,4.661,2.369,1.701,0.314,1.528,0.314,0.195
858,78,93.9,134.5,53.769,1.791,1.576,0.619,6.249,4.668,11.568,16,6.139,5.714,7.934,5.91,4.615,5.275,3.799,3.42,2.731,4.615,2.35,1.678,0.308,1.508,0.307,0.184
859,78.2,94.6,133.9,52.528000000000006,1.947,1.665,0.602,6.11,4.55,11.015,14.851,6.36,5.798,7.891,5.581,4.925,5.55,4.17,3.556,2.962,4.959,2.558,1.768,0.335,1.64,0.336,0.2
860,81.9,99.6,136.3,48.679,1.646,1.37,0.511,5.744,4.044,9.584,11.961,7.213,6.242,7.808,4.82,5.857,6.486,4.368,3.972,3.624,5.944,2.999,2.031,0.382,2.058,0.408,0.217
861,77.3,92.9,132.1,53.256,1.973,1.725,0.618,6.173,4.62,11.365,15.682,6.126,5.678,7.843,5.851,4.679,5.128,3.803,3.478,2.807,4.716,2.392,1.723,0.316,1.547,0.311,0.19
862,78.1,93.9,132.1,53.485,1.911,1.678,0.62,6.231,4.66,11.48,15.846,6.144,5.707,7.881,5.88,4.638,5.099,3.793,3.448,2.757,4.637,2.36,1.691,0.309,1.508,0.297,0.189
863,78.4,94.3,133.9,53.316,1.903,1.668,0.615,6.212,4.632,11.402,15.701,6.186,5.821,7.87,5.85,4.681,5.336,4.107,3.469,2.786,4.862,2.094,1.71,0.311,1.639,0.313,0.185
864,78.6,94.4,132.6,52.944,1.913,1.668,0.605,6.141,4.562,11.224,15.394,6.225,5.819,7.831,5.803,4.782,5.417,4.134,3.53,2.877,4.999,2.15,1.757,0.318,1.696,0.313,0.203
865,78.6,95,135.6,52.86,1.975,1.714,0.614,6.199,4.609,11.278,15.465,6.245,5.855,7.825,5.752,4.744,5.403,4.103,3.473,2.836,4.936,2.127,1.718,0.313,1.682,0.318,0.187
866,78.7,95.1,135.3,52.833,2.007,1.746,0.618,6.247,4.646,11.33,15.534,6.255,5.87,7.798,5.724,4.727,5.387,4.078,3.457,2.819,4.897,2.112,1.694,0.311,1.638,0.287,0.201
867,78.7,95.3,135.9,52.668,1.935,1.689,0.606,6.184,4.581,11.206,15.33,6.291,5.882,7.803,5.734,4.795,5.453,4.109,3.504,2.876,5.001,2.146,1.737,0.318,1.695,0.309,0.184
868,78.8,95.5,137.4,52.657,1.996,1.733,0.609,6.201,4.595,11.224,15.376,6.279,5.873,7.786,5.736,4.772,5.427,4.094,3.486,2.856,4.958,2.131,1.723,0.313,1.686,0.312,0.18
869,78.6,94.5,130.8,52.017,2,1.738,0.613,6.216,4.616,11.278,15.462,6.25,5.865,7.015,5.748,4.739,5.397,4.088,3.474,2.834,4.914,2.116,1.721,0.313,1.677,0.318,0.184
870,78.7,95.1,137.2,53.105999999999995,2.067,1.811,0.638,6.346,4.754,11.51,15.868,6.175,5.839,7.751,5.728,4.611,5.271,4.013,3.384,2.742,4.76,2.054,1.666,0.304,1.606,0.299,0.195
871,86.7,105.6,138.1,43.358999999999995,1.183,0.983,0.37,5.203,3.259,7.529,8.539,8.156,6.785,7.293,4.125,7.065,7.715,4.581,4.501,4.606,7.669,3.191,2.464,0.452,2.865,0.542,0.224
872,95.1,113.7,138.8,36.742000000000004,0.575,0.48,0.179,4.673,2.272,4.925,4.04,9.642,7.621,6.682,3.318,8.608,9.341,4.831,5.161,5.767,9.393,3.831,2.902,0.525,3.564,0.675,0.198
873,96.7,114.4,139.7,35.665,0.457,0.381,0.144,4.399,2.023,4.367,3.268,9.699,7.552,6.477,3.172,8.941,9.607,4.891,5.34,6.123,9.895,3.975,3.073,0.561,3.836,0.734,0.224
874,97.5,115.7,136.4,35.467,0.41,0.342,0.128,4.396,1.952,4.165,2.894,9.928,7.71,6.469,3.13,9.049,9.756,4.911,5.76,6.148,9.973,4.002,3.064,0.559,3.8160000000000003,0.721,0.223
875,98.4,116.9,142.1,34.593,0.352,0.295,0.112,4.361,1.872,3.958,2.55,10.063,7.805,6.434,3.083,9.165,9.886,4.934,5.419,6.236,10.071,4.041,3.106,0.5650000000000001,3.87,0.736,0.22
876,99,117.2,141.3,34.287000000000006,0.355,0.298,0.107,4.567,1.926,3.935,2.363,10.251,8.019,6.456,3.059,9.122,9.886,4.89,5.408,6.161,9.947,4.022,3.097,0.557,3.846,0.736,0.214
877,78.4,94.6,134.7,52.629000000000005,1.934,1.686,0.559,6.128,4.532,11.124,15.253,6.282,5.868,7.791,5.794,4.822,5.477,4.135,3.546,2.896,5.03,2.155,1.764,0.321,1.712,0.318,0.19
878,78.6,94.6,134.6,52.833,1.994,1.739,0.615,6.236,4.631,11.302,15.522,6.245,5.867,7.762,5.756,4.718,5.378,4.068,3.466,2.827,4.904,2.105,1.718,0.312,1.667,0.311,0.208
879,78.3,94.1,131.4,52.39,1.7610000000000001,1.552,0.6,6.208,4.583,11.328,15.566,6.287,5.908,7.083,5.855,4.743,5.416,4.121,3.501,2.823,4.922,2.117,1.722,0.313,1.664,0.309,0.188
880,78.2,94.1,133.8,53.015,2.014,1.754,0.616,6.229,4.639,11.349,15.621,6.211,5.851,7.808,5.82,4.687,5.346,4.083,3.466,2.796,4.868,2.092,1.701,0.311,1.626,0.275,0.184
881,78.2,94,133.5,53.124,1.963,1.712,0.612,6.202,4.616,11.335,15.611,6.197,5.837,7.823,5.848,4.689,5.349,4.096,3.477,2.799,4.884,2.104,1.72,0.31,1.661,0.309,0.189
882,79.8,95.9,138.9,52.891999999999996,1.9580000000000002,1.71,0.605,6.173,4.577,11.234,15.438,6.251,5.856,7.802,5.826,4.757,5.404,4.108,3.506,2.844,4.938,2.126,1.74,0.316,1.676,0.316,0.191
883,78.9,95.2,136.2,52.214,1.794,1.585,0.596,6.186,4.559,11.247,15.428,6.317,5.905,7.057,5.847,4.792,5.442,4.123,3.527,2.86,4.943,2.126,1.745,0.318,1.681,0.313,0.205
884,78.5,94.4,130.9,52.769999999999996,1.933,1.691,0.602,6.164,4.562,11.184,15.327,6.287,5.884,7.803,5.808,4.779,5.43,4.113,3.53,2.861,4.967,2.139,1.755,0.318,1.695,0.321,0.188
885,78.9,94.5,132.9,52.291,1.757,1.554,0.591,6.111,4.514,11.178,15.359,6.25,5.85,7.063,5.885,4.807,5.443,4.156,3.574,2.903,5.02,2.167,1.787,0.327,1.739,0.328,0.203
886,79,95,132.8,52.741,1.865,1.634,0.592,6.113,4.508,11.102,15.217,6.292,5.87,7.799,5.824,4.838,5.472,4.141,3.579,2.923,5.046,2.17,1.788,0.327,1.731,0.321,0.208
887,79,94.9,133.1,52.906000000000006,1.938,1.689,0.603,6.171,4.572,11.228,15.414,6.263,5.869,7.816,5.838,4.752,5.402,4.112,3.52,2.84,4.923,2.126,1.739,0.318,1.686,0.318,0.192
888,78.6,94.2,132.3,52.989000000000004,1.955,1.704,0.605,6.167,4.58,11.248,15.458,6.226,5.844,7.815,5.855,4.743,5.386,4.113,3.524,2.837,4.922,2.119,1.744,0.317,1.681,0.317,0.191
889,78.7,95.3,135.7,52.462,1.926,1.677,0.594,6.147,4.525,11.073,15.157,6.35,5.925,7.774,5.761,4.846,5.506,4.119,3.545,2.909,5.04,2.164,1.762,0.321,1.724,0.322,0.191
890,79.3,96.2,139.2,52.126999999999995,1.933,1.676,0.587,6.086,4.468,10.917,14.914,6.382,5.924,7.741,5.722,4.93,5.579,4.144,3.592,2.994,5.157,2.209,1.796,0.332,1.763,0.311,0.194
891,79.2,95.9,137.2,51.96300000000001,1.887,1.641,0.579,6.062,4.431,10.834,14.78,6.428,5.944,7.727,5.7,4.983,5.627,4.152,3.614,3.032,5.215,2.234,1.817,0.335,1.805,0.333,0.193
892,79.4,96.3,137.9,51.72399999999999,1.859,1.619,0.572,6.016,4.385,10.715,14.59,6.453,5.95,7.697,5.662,5.044,5.682,4.164,3.658,3.094,5.308,2.269,1.849,0.343,1.857,0.351,0.197
893,80.2,97.1,139.6,52.096000000000004,1.936,1.678,0.583,6.123,4.461,10.864,14.785,6.494,5.913,7.709,5.638,4.975,5.639,4.119,3.564,3.01,5.011,2.54,1.792,0.329,1.646,0.328,0.174
894,79.5,96.4,136.6,51.445,1.888,1.626,0.568,6.003,4.36,10.623,14.435,6.513,5.984,7.68,5.623,5.1,5.747,4.174,3.667,3.129,5.365,2.286,1.86,0.338,1.865,0.35,0.179
895,101.1,117.9,141.9,33.92999999999999,0.24,0.194,0.07,4.206,1.646,3.298,1.596,10.412,7.93,6.333,2.981,9.482,9.741,4.982,5.551,6.477,10.03,4.903,3.223,0.604,3.81,0.775,0.218
896,102.5,118.4,141.8,32.135000000000005,0.181,0.121,0.035,4.043,1.485,2.65,0.694,10.694,8.193,6.36,2.964,9.722,10.355,5.057,5.683,6.652,10.643,4.321,3.305,0.646,4.219,0.811,0.255
897,102.5,118.4,141.3,32.013,0.194,0.125,0.033,4.135,1.518,2.638,0.605,10.842,8.348,6.452,2.994,9.691,10.351,5.063,5.651,6.558,10.522,4.286,3.254,0.64,4.155,0.787,0.25
898,102.6,118.6,142.1,32.029,0.197,0.17400000000000002,0.032,4.034,1.483,2.561,0.555,10.757,8.255,6.406,2.982,9.754,10.376,5.082,5.702,6.648,10.64,4.338,3.326,0.648,4.171,0.792,0.253
899,80.2,96.2,132.2,50.965999999999994,1.74,1.519,0.551,5.988,4.291,10.442,14.102,6.691,6.107,7.672,5.549,5.223,5.89,4.192,3.7,3.203,5.468,2.331,1.881,0.349,1.913,0.363,0.183
900,80,97,136.3,50.788,1.794,1.556,0.547,5.921,4.256,10.321,13.887,6.648,6.069,7.657,5.528,5.258,5.905,4.214,3.757,3.262,5.569,2.375,1.921,0.359,1.942,0.367,0.214
901,76.8,96.3,136.4,50.551,3.109,2.443,0.605,6.062,5.103,10.265,11.473,6.073,6.209,9.066,5.257,4.645,5.152,4.629,3.959,2.652,4.864,2.8,1.869,0.388,1.677,0.351,0.277
902,76.6,96.5,136.7,50.007000000000005,3.151,2.462,0.601,5.989,5.067,10.111,11.234,6.047,6.307,9.063,5.226,4.689,5.458,4.67,4.012,2.701,5.131,2.525,1.907,0.398,1.841,0.363,0.295
903,77.9,98.3,139.7,49.079,3.282,2.524,0.593,5.944,5.075,9.762,10.466,6.137,6.365,9.117,5.075,4.824,5.574,4.738,4.06,2.802,5.3,2.622,1.937,0.428,1.923,0.394,0.315
904,75.8,98.3,138.7,48.559000000000005,3.827,2.841,0.625,5.921,5.489,9.465,8.629,5.908,6.337,10.086,4.792,4.687,5.215,5.146,4.099,2.617,5.143,3.175,1.827,0.439,1.867,0.399,0.316
905,76.3,98.6,138.4,48.063,3.919,2.892,0.626,5.871,5.492,9.352,8.39,5.859,6.457,10.124,4.746,4.696,5.501,5.188,4.129,2.63,5.385,2.882,1.844,0.447,1.982,0.448,0.334
906,74.5,97.5,134.2,47.884,4.225,3.114,0.654,6.029,5.7,9.544,8.501,5.836,6.508,10.181,4.705,4.554,5.386,5.114,3.991,2.498,5.158,2.769,1.746,0.425,1.916,0.385,0.294
907,75.6,100.5,140.1,46.214,4.442,3.175,0.637,5.641,5.709,8.621,5.762,5.774,6.637,11.126,4.323,4.792,5.656,5.654,4.275,2.644,5.766,3.189,1.839,0.492,2.215,0.46,0.328
908,75.3,101.3,140.9,46.096,4.77,3.393,0.658,5.633,5.934,8.503,4.707,5.7,6.587,11.739,4.177,4.728,5.341,5.87,4.276,2.543,5.54,3.692,1.753,0.477,2.07,0.435,0.286
909,74.4,100.7,136.1,45.285,4.949,3.497,0.66,5.533,5.953,8.271,3.995,5.668,6.776,11.997,4.076,4.769,5.702,6.024,4.34,2.541,5.857,3.421,1.745,0.474,2.234,0.462,0.294
910,74.5,100.9,135.5,45.207,4.911,3.467,0.656,5.489,5.929,8.201,3.883,5.626,6.738,12.001,4.053,4.794,5.713,6.064,4.384,2.578,5.952,3.418,1.779,0.485,2.295,0.472,0.296
911,74.4,100.3,134.2,45.196999999999996,4.927,3.478,0.657,5.482,5.924,8.191,3.874,5.619,6.736,11.989,4.047,4.789,5.709,6.06,4.382,2.576,5.947,3.423,1.78,0.49,2.296,0.485,0.309
912,79.7,97.3,138.6,50.738,1.956,1.657,0.558,5.97,4.372,10.362,13.668,6.622,6.125,7.833,5.507,5.175,5.853,4.254,3.746,3.159,5.458,2.361,1.883,0.352,1.909,0.364,0.202
913,80,98,140.8,50.626999999999995,2.005,1.683,0.556,5.941,4.361,10.304,13.557,6.606,6.105,7.832,5.504,5.2,5.872,4.266,3.774,3.179,5.484,2.379,1.894,0.356,1.92,0.36,0.201
914,79.7,97.7,141.2,50.53099999999999,2.009,1.685,0.555,5.928,4.352,10.275,13.499,6.591,6.087,7.815,5.481,5.212,5.861,4.264,3.784,3.21,5.52,2.394,1.8780000000000001,0.361,1.947,0.365,0.221
915,80.5,98.6,141.6,50.544999999999995,2.036,1.703,0.557,5.934,4.365,10.281,13.495,6.587,6.09,7.821,5.475,5.203,5.858,4.263,3.78,3.206,5.515,2.388,1.91,0.362,1.936,0.362,0.213
916,79.6,97.5,137.5,50.609,2.075,1.729,0.563,5.99,4.415,10.364,13.583,6.6,6.125,7.861,5.476,5.15,5.825,4.247,3.738,3.14,5.43,2.358,1.873,0.353,1.903,0.358,0.188
917,79.7,97.3,137.2,50.575,2.09,1.741,0.564,5.985,4.419,10.354,13.555,6.594,6.124,7.867,5.473,5.15,5.829,4.253,3.732,3.14,5.428,2.352,1.872,0.351,1.908,0.359,0.194
918,77.8,103.3,134.8,43.099,4.343999999999999,3.002,0.575,5.152,5.437,7.216,2.734,6.258,7.021,11.514,3.777,5.475,6.345,6.083,4.589,3.11,6.64,3.68,1.997,0.575,2.643,0.554,0.38
919,81.5,108.5,138.9,39.914,3.915,2.652,0.478,4.693,4.8,5.915,1.396,7.115,7.372,10.634,3.38,6.374,7.165,6.04,4.808,3.823,7.566,3.972,2.245,0.6619999999999999,3.0589999999999997,0.628,0.418
